,High Card Hand Occurrences,High Card Theoretical Probability,High Card Empirical Probability,High Card Expected Occurrences,High Card Empirical Probability Mean,High Card Empirical Probability Variance,High Card Absolute Empirical Max and Min Probability Range,High Card High Deviation Intervals,High Card Hand Occurrences Mean,High Card Absolute Theoretical and Empirical Probability Difference Mean,High Card Expected Hand Occurrences Per Interval,High Card Absolute Theoretical and Empirical Probability Variance,High Card Skewness,High Card Hand Occurrence Variance,Single Pair Hand Occurrences,Single Pair Theoretical Probability,Single Pair Empirical Probability,Single Pair Expected Occurrences,Single Pair Empirical Probability Mean,Single Pair Empirical Probability Variance,Single Pair Absolute Empirical Max and Min Probability Range,Single Pair High Deviation Intervals,Single Pair Hand Occurrences Mean,Single Pair Absolute Theoretical and Empirical Probability Difference Mean,Single Pair Expected Hand Occurrences Per Interval,Single Pair Absolute Theoretical and Empirical Probability Variance,Single Pair Skewness,Single Pair Hand Occurrence Variance,Double Pair Hand Occurrences,Double Pair Theoretical Probability,Double Pair Empirical Probability,Double Pair Expected Occurrences,Double Pair Empirical Probability Mean,Double Pair Empirical Probability Variance,Double Pair Absolute Empirical Max and Min Probability Range,Double Pair High Deviation Intervals,Double Pair Hand Occurrences Mean,Double Pair Absolute Theoretical and Empirical Probability Difference Mean,Double Pair Expected Hand Occurrences Per Interval,Double Pair Absolute Theoretical and Empirical Probability Variance,Double Pair Skewness,Double Pair Hand Occurrence Variance,Three of a Kind Hand Occurrences,Three of a Kind Theoretical Probability,Three of a Kind Empirical Probability,Three of a Kind Expected Occurrences,Three of a Kind Empirical Probability Mean,Three of a Kind Empirical Probability Variance,Three of a Kind Absolute Empirical Max and Min Probability Range,Three of a Kind High Deviation Intervals,Three of a Kind Hand Occurrences Mean,Three of a Kind Absolute Theoretical and Empirical Probability Difference Mean,Three of a Kind Expected Hand Occurrences Per Interval,Three of a Kind Absolute Theoretical and Empirical Probability Variance,Three of a Kind Skewness,Three of a Kind Hand Occurrence Variance,Straight Hand Occurrences,Straight Theoretical Probability,Straight Empirical Probability,Straight Expected Occurrences,Straight Empirical Probability Mean,Straight Empirical Probability Variance,Straight Absolute Empirical Max and Min Probability Range,Straight High Deviation Intervals,Straight Hand Occurrences Mean,Straight Absolute Theoretical and Empirical Probability Difference Mean,Straight Expected Hand Occurrences Per Interval,Straight Absolute Theoretical and Empirical Probability Variance,Straight Skewness,Straight Hand Occurrence Variance,Flush Hand Occurrences,Flush Theoretical Probability,Flush Empirical Probability,Flush Expected Occurrences,Flush Empirical Probability Mean,Flush Empirical Probability Variance,Flush Absolute Empirical Max and Min Probability Range,Flush High Deviation Intervals,Flush Hand Occurrences Mean,Flush Absolute Theoretical and Empirical Probability Difference Mean,Flush Expected Hand Occurrences Per Interval,Flush Absolute Theoretical and Empirical Probability Variance,Flush Skewness,Flush Hand Occurrence Variance,Full House Hand Occurrences,Full House Theoretical Probability,Full House Empirical Probability,Full House Expected Occurrences,Full House Empirical Probability Mean,Full House Empirical Probability Variance,Full House Absolute Empirical Max and Min Probability Range,Full House High Deviation Intervals,Full House Hand Occurrences Mean,Full House Absolute Theoretical and Empirical Probability Difference Mean,Full House Expected Hand Occurrences Per Interval,Full House Absolute Theoretical and Empirical Probability Variance,Full House Skewness,Full House Hand Occurrence Variance,Four of a Kind Hand Occurrences,Four of a Kind Theoretical Probability,Four of a Kind Empirical Probability,Four of a Kind Expected Occurrences,Four of a Kind Empirical Probability Mean,Four of a Kind Empirical Probability Variance,Four of a Kind Absolute Empirical Max and Min Probability Range,Four of a Kind High Deviation Intervals,Four of a Kind Hand Occurrences Mean,Four of a Kind Absolute Theoretical and Empirical Probability Difference Mean,Four of a Kind Expected Hand Occurrences Per Interval,Four of a Kind Absolute Theoretical and Empirical Probability Variance,Four of a Kind Skewness,Four of a Kind Hand Occurrence Variance,Straight Flush Hand Occurrences,Straight Flush Theoretical Probability,Straight Flush Empirical Probability,Straight Flush Expected Occurrences,Straight Flush Empirical Probability Mean,Straight Flush Empirical Probability Variance,Straight Flush Absolute Empirical Max and Min Probability Range,Straight Flush High Deviation Intervals,Straight Flush Hand Occurrences Mean,Straight Flush Absolute Theoretical and Empirical Probability Difference Mean,Straight Flush Expected Hand Occurrences Per Interval,Straight Flush Absolute Theoretical and Empirical Probability Variance,Straight Flush Skewness,Straight Flush Hand Occurrence Variance,Royal Flush Hand Occurrences,Royal Flush Theoretical Probability,Royal Flush Empirical Probability,Royal Flush Expected Occurrences,Royal Flush Empirical Probability Mean,Royal Flush Empirical Probability Variance,Royal Flush Absolute Empirical Max and Min Probability Range,Royal Flush High Deviation Intervals,Royal Flush Hand Occurrences Mean,Royal Flush Absolute Theoretical and Empirical Probability Difference Mean,Royal Flush Expected Hand Occurrences Per Interval,Royal Flush Absolute Theoretical and Empirical Probability Variance,Royal Flush Skewness,Royal Flush Hand Occurrence Variance,Number of Trials
Simulation 31,5098,0.5011774,0.5098,5011.774,0.5101227500000001,9.7e-06,0.014499999999999957,9,254.9,0.009063090000000018,250.5887,7.6e-06,-1.9560662,133.19,4096,0.422569,0.4096,4225.69,0.407274065,2.33e-05,0.025142899999999968,19,204.8,0.015294934999999971,211.28449999999998,2.33e-05,-2.5525763,173.56,505,0.047539,0.0505,475.39,0.05322804999999999,1.45e-05,0.017714300000000002,2,25.25,0.005689050000000002,23.7695,1.45e-05,3.4180098,34.1875,212,0.0211285,0.0212,211.28500000000003,0.02105015,6.3e-06,0.0115,0,10.6,0.0015418800000000005,10.564250000000001,3.9e-06,2.9691154,10.24,61,0.0039246,0.0061,39.246,0.00580324,1.3e-06,0.0053333,0,3.05,0.0018786399999999998,1.9623000000000002,1.3e-06,2.6881987,1.9475,19,0.0019654,0.0019,19.654,0.001576915,4e-07,0.0023077,0,0.95,0.000486315,0.9827,3e-07,-1.2653532,1.1475,7,0.0014406,0.0007,14.406,0.00061816,1e-07,0.00175,0,0.35,0.0008783799999999998,0.7203,0.0,4.7378025,0.4275,2,0.0002401,0.0002,2.4010000000000002,0.000326645,0.0,0.001,0,0.1,0.000125595,0.12005,0.0,0,0.09,0,1.39e-05,0.0,0.139,0.0,0.0,0.0,0,0.0,1.3900000000000008e-05,0.0069500000000000004,0.0,0,0.0,0,1.5e-06,0.0,0.015000000000000001,0.0,0.0,0.0,0,0.0,1.4999999999999996e-06,0.00075,0.0,0,0.0,10000
Simulation 32,5015,0.5011774,0.5015,5011.774,0.5031186400000001,6.3e-06,0.010000000000000009,0,250.75,0.0024160499999999973,250.5887,4.2e-06,0.3572473,85.4875,4222,0.422569,0.4222,4225.69,0.42427522000000006,4.9e-06,0.010749999999999982,0,211.1,0.002037530000000012,211.28449999999998,3.6e-06,1.2677741,69.69,448,0.047539,0.0448,475.39,0.042275725,1.8e-06,0.004400000000000001,0,22.4,0.0052632749999999996,23.7695,1.8e-06,0.2735613,15.54,215,0.0211285,0.0215,211.28500000000003,0.021715215000000003,4.5e-06,0.010133299999999998,0,10.75,0.0011894549999999994,10.564250000000001,3.4e-06,3.3863826,13.6875,74,0.0039246,0.0074,39.246,0.006912150000000001,8e-07,0.0038332999999999996,0,3.7,0.00298755,1.9623000000000002,8e-07,-2.1957321,2.51,16,0.0019654,0.0016,19.654,0.001097245,2e-07,0.0016,0,0.8,0.000868155,0.9827,2e-07,-2.3047662,0.66,5,0.0014406,0.0005,14.406,0.000208385,0.0,0.0005263,0,0.25,0.0012322149999999996,0.7203,0.0,0,0.1875,4,0.0002401,0.0004,2.4010000000000002,0.00022096,0.0,0.0005714,0,0.2,0.00019191000000000002,0.12005,0.0,0,0.26,1,1.39e-05,0.0001,0.139,0.00017643500000000001,0.0,0.0005,0,0.05,0.00016670499999999998,0.0069500000000000004,0.0,0,0.0475,0,1.5e-06,0.0,0.015000000000000001,0.0,0.0,0.0,0,0.0,1.4999999999999996e-06,0.00075,0.0,0,0.0,10000
Simulation 33,4965,0.5011774,0.4965,5011.774,0.498345665,6.07e-05,0.04133330000000002,2,248.25,0.005953515000000001,250.5887,3.33e-05,3.7946781,110.4875,4230,0.422569,0.423,4225.69,0.4179880349999999,0.0001356,0.05333330000000003,2,211.5,0.005996614999999999,211.28449999999998,0.0001207,-3.6207943,156.05,478,0.047539,0.0478,475.39,0.04787574,2.9e-06,0.00825,0,23.9,0.0010159000000000008,23.7695,2e-06,2.524899,25.69,227,0.0211285,0.0227,211.28500000000003,0.024949325,4.9e-06,0.007777799999999998,0,11.35,0.0038208249999999986,10.564250000000001,4.9e-06,1.0904158,8.9275,59,0.0039246,0.0059,39.246,0.0062746899999999994,8e-07,0.0027692000000000003,0,2.95,0.00235009,1.9623000000000002,8e-07,1.1701639,1.2475,30,0.0019654,0.003,19.654,0.002997065,1e-07,0.0016000000000000003,0,1.5,0.0010316650000000002,0.9827,1e-07,1.5595066,1.55,5,0.0014406,0.0005,14.406,0.00093264,2e-07,0.0015,0,0.25,0.00061984,0.7203,0.0,1.4354944,0.1875,5,0.0002401,0.0005,2.4010000000000002,0.0004854050000000001,0.0,0.001,0,0.25,0.0002693149999999999,0.12005,0.0,0,0.2875,1,1.39e-05,0.0001,0.139,0.00015143499999999998,0.0,0.0004,0,0.05,0.00014309499999999998,0.0069500000000000004,0.0,0,0.0475,0,1.5e-06,0.0,0.015000000000000001,0.0,0.0,0.0,0,0.0,1.4999999999999996e-06,0.00075,0.0,0,0.0,10000
Simulation 34,5006,0.5011774,0.5006,5011.774,0.5020447600000002,3.08e-05,0.023230799999999996,1,250.3,0.004194519999999996,250.5887,1.4e-05,1.180193,106.51,4239,0.422569,0.4239,4225.69,0.424516455,4.78e-05,0.03384619999999999,1,211.95,0.004868625000000013,211.28449999999998,2.79e-05,-3.1370951,88.5475,445,0.047539,0.0445,475.39,0.041974449999999996,9.2e-06,0.010333299999999997,2,22.25,0.005564549999999998,23.7695,9.2e-06,-1.4001143,28.0875,200,0.0211285,0.02,211.28500000000003,0.018169985,1.7e-06,0.0034000000000000002,0,10.0,0.002958515000000002,10.564250000000001,1.7e-06,0.2869218,12.0,68,0.0039246,0.0068,39.246,0.007670315,1.4e-06,0.00525,0,3.4,0.003745715,1.9623000000000002,1.4e-06,2.9857461,2.64,30,0.0019654,0.003,19.654,0.004547125000000001,4.9e-06,0.0091765,1,1.5,0.002581725,0.9827,4.9e-06,2.5688193,2.45,9,0.0014406,0.0009,14.406,0.000745265,0.0,0.001,0,0.45,0.0006953349999999999,0.7203,0.0,0,0.3475,2,0.0002401,0.0002,2.4010000000000002,0.000326645,0.0,0.001,0,0.1,0.000125595,0.12005,0.0,0,0.09,1,1.39e-05,0.0001,0.139,5e-06,0.0,0.0001,0,0.05,1.7510000000000007e-05,0.0069500000000000004,0.0,0,0.0475,0,1.5e-06,0.0,0.015000000000000001,0.0,0.0,0.0,0,0.0,1.4999999999999996e-06,0.00075,0.0,0,0.0,10000
Simulation 35,4976,0.5011774,0.4976,5011.774,0.4939401849999999,2.69e-05,0.01723809999999998,5,248.8,0.0072372149999999965,250.5887,2.69e-05,-1.3932156,110.16,4232,0.422569,0.4232,4225.69,0.42690239499999993,3.39e-05,0.021166699999999983,4,211.6,0.0048185150000000145,211.28449999999998,2.95e-05,1.3200292,85.44,468,0.047539,0.0468,475.39,0.04491794,3.1e-06,0.005480499999999999,0,23.4,0.002621059999999998,23.7695,3.1e-06,-0.605627,18.94,212,0.0211285,0.0212,211.28500000000003,0.02227881,4.6e-06,0.010666700000000001,0,10.6,0.0016760099999999993,10.564250000000001,3.1e-06,-0.4783199,9.14,83,0.0039246,0.0083,39.246,0.009351595,2e-07,0.0017000000000000001,0,4.15,0.005426994999999999,1.9623000000000002,2e-07,-0.3571903,3.8275,19,0.0019654,0.0019,19.654,0.0018674400000000002,5e-07,0.0025714,0,0.95,0.0003928,0.9827,3e-07,-2.0235517,1.0475,9,0.0014406,0.0009,14.406,0.0004818599999999999,1e-07,0.0009474,0,0.45,0.0009587399999999998,0.7203,1e-07,-0.4367778,0.3475,1,0.0002401,0.0001,2.4010000000000002,0.00025977,1e-07,0.001,0,0.05,0.00015582999999999998,0.12005,0.0,0.8317435,0.0475,0,1.39e-05,0.0,0.139,0.0,0.0,0.0,0,0.0,1.3900000000000008e-05,0.0069500000000000004,0.0,0,0.0,0,1.5e-06,0.0,0.015000000000000001,0.0,0.0,0.0,0,0.0,1.4999999999999996e-06,0.00075,0.0,0,0.0,10000
Simulation 36,4999,0.5011774,0.4999,5011.774,0.5083069199999999,3.94e-05,0.017433299999999985,8,249.95,0.007397999999999988,250.5887,3.55e-05,0.046339,108.6475,4220,0.422569,0.422,4225.69,0.41261118499999994,4.75e-05,0.022999999999999965,11,211.0,0.009957814999999976,211.28449999999998,4.75e-05,-0.2579138,111.9,478,0.047539,0.0478,475.39,0.04653073499999999,5e-06,0.011999999999999997,0,23.9,0.0017282249999999992,23.7695,3e-06,1.5863338,21.79,208,0.0211285,0.0208,211.28500000000003,0.021634964999999996,7e-07,0.002999999999999999,0,10.4,0.0007856249999999995,10.564250000000001,3e-07,-0.0771985,5.74,70,0.0039246,0.007,39.246,0.007797685,3.9e-06,0.0097778,1,3.5,0.003873084999999999,1.9623000000000002,3.9e-06,4.1225222,4.75,17,0.0019654,0.0017,19.654,0.0020450650000000004,0.0,0.0009667000000000002,0,0.85,0.00013144500000000005,0.9827,0.0,0,0.4275,7,0.0014406,0.0007,14.406,0.0007136499999999999,1e-07,0.0017778,0,0.35,0.0007828900000000002,0.7203,1e-07,3.2498667,0.5275,1,0.0002401,0.0001,2.4010000000000002,0.00035977000000000003,2e-07,0.0019,0,0.05,0.00023181999999999999,0.12005,2e-07,2.9935986,0.0475,0,1.39e-05,0.0,0.139,0.0,0.0,0.0,0,0.0,1.3900000000000008e-05,0.0069500000000000004,0.0,0,0.0,0,1.5e-06,0.0,0.015000000000000001,0.0,0.0,0.0,0,0.0,1.4999999999999996e-06,0.00075,0.0,0,0.0,10000
Simulation 37,5000,0.5011774,0.5,5011.774,0.510459595,0.0001379,0.03831580000000001,6,250.0,0.009695845000000008,250.5887,0.0001301,1.2069312,100.1,4247,0.422569,0.4247,4225.69,0.40953887,0.0001949,0.04294739999999997,9,212.35,0.013490839999999981,211.28449999999998,0.0001827,-0.9117495,134.2275,448,0.047539,0.0448,475.39,0.04566669999999999,2.5e-06,0.006444399999999996,0,22.4,0.001962839999999998,23.7695,2.2e-06,-0.9529436,18.94,207,0.0211285,0.0207,211.28500000000003,0.022539825,2.8e-06,0.006035100000000002,0,10.35,0.0015353949999999993,10.564250000000001,2.5e-06,1.2651725,9.1275,65,0.0039246,0.0065,39.246,0.0073323550000000005,4e-07,0.002,0,3.25,0.0034077549999999997,1.9623000000000002,4e-07,-0.9055586,3.6875,22,0.0019654,0.0022,19.654,0.00309842,5e-07,0.0028,0,1.1,0.00113302,0.9827,5e-07,1.16484,0.99,11,0.0014406,0.0011,14.406,0.0013642300000000003,6e-07,0.0031667,0,0.55,0.00061607,0.7203,3e-07,2.7843558,0.4475,0,0.0002401,0.0,2.4010000000000002,0.0,0.0,0.0,0,0.0,0.00024009999999999998,0.12005,0.0,0,0.0,0,1.39e-05,0.0,0.139,0.0,0.0,0.0,0,0.0,1.3900000000000008e-05,0.0069500000000000004,0.0,0,0.0,0,1.5e-06,0.0,0.015000000000000001,0.0,0.0,0.0,0,0.0,1.4999999999999996e-06,0.00075,0.0,0,0.0,10000
Simulation 38,5038,0.5011774,0.5038,5011.774,0.5040766399999999,7.91e-05,0.04400000000000004,2,251.9,0.004119159999999997,250.5887,7.05e-05,3.8255624,81.89,4175,0.422569,0.4175,4225.69,0.41928316499999985,6.12e-05,0.04114289999999998,1,208.75,0.004712284999999991,211.28449999999998,4.98e-05,-3.5362091,95.6875,473,0.047539,0.0473,475.39,0.04600851,8.8e-06,0.010272700000000003,0,23.65,0.0021139700000000006,23.7695,6.6e-06,-1.4295275,13.9275,217,0.0211285,0.0217,211.28500000000003,0.021244495000000002,1.5e-06,0.005235299999999998,0,10.85,0.0009065049999999995,10.564250000000001,7e-07,-2.4005128,6.8275,62,0.0039246,0.0062,39.246,0.0062604900000000005,5e-07,0.004,0,3.1,0.0023358899999999993,1.9623000000000002,5e-07,-0.8187205,2.59,21,0.0019654,0.0021,19.654,0.001740005,4e-07,0.0023077,0,1.05,0.000413975,0.9827,3e-07,-2.2690571,0.8475,11,0.0014406,0.0011,14.406,0.0012389750000000002,1e-07,0.001,0,0.55,0.000279445,0.7203,0.0,0.831804,0.3475,2,0.0002401,0.0002,2.4010000000000002,9.824499999999999e-05,0.0,0.0002222,0,0.1,0.00014185499999999998,0.12005,0.0,0,0.09,1,1.39e-05,0.0001,0.139,4.945e-05,0.0,0.0001538,0,0.05,5.222999999999999e-05,0.0069500000000000004,0.0,0,0.0475,0,1.5e-06,0.0,0.015000000000000001,0.0,0.0,0.0,0,0.0,1.4999999999999996e-06,0.00075,0.0,0,0.0,10000
Simulation 39,4964,0.5011774,0.4964,5011.774,0.4902123099999999,2.27e-05,0.016400000000000026,10,248.2,0.01096509,250.5887,2.27e-05,-0.3057154,176.36,4252,0.422569,0.4252,4225.69,0.43193216,3.03e-05,0.019176499999999985,10,212.6,0.009363160000000028,211.28449999999998,3.03e-05,0.3206961,158.14,458,0.047539,0.0458,475.39,0.04556289999999999,4.8e-06,0.0104,0,22.9,0.0026682999999999993,23.7695,1.6e-06,3.2541545,24.69,232,0.0211285,0.0232,211.28500000000003,0.022975584999999996,2.2e-06,0.007066700000000002,0,11.6,0.0021727849999999987,10.564250000000001,9e-07,-2.0775655,11.04,73,0.0039246,0.0073,39.246,0.007400224999999998,2e-07,0.0021817999999999994,0,3.65,0.0034756249999999995,1.9623000000000002,2e-07,-1.3742389,2.5275,14,0.0019654,0.0014,19.654,0.00102101,2e-07,0.0014,0,0.7,0.00094439,0.9827,2e-07,-1.3684892,0.41,6,0.0014406,0.0006,14.406,0.000846355,1e-07,0.0014286,0,0.3,0.000594245,0.7203,1e-07,-0.4839584,0.31,1,0.0002401,0.0001,2.4010000000000002,4.945e-05,0.0,0.0001538,0,0.05,0.00019064999999999997,0.12005,0.0,0,0.0475,0,1.39e-05,0.0,0.139,0.0,0.0,0.0,0,0.0,1.3900000000000008e-05,0.0069500000000000004,0.0,0,0.0,0,1.5e-06,0.0,0.015000000000000001,0.0,0.0,0.0,0,0.0,1.4999999999999996e-06,0.00075,0.0,0,0.0,10000
Simulation 40,4970,0.5011774,0.497,5011.774,0.49598656500000005,9.91e-05,0.0443636,2,248.5,0.005470685,250.5887,9.61e-05,-3.4645539,99.65,4260,0.422569,0.426,4225.69,0.42549461,2.4e-05,0.022666699999999984,1,213.0,0.003284860000000012,211.28449999999998,2.17e-05,3.1436129,84.2,467,0.047539,0.0467,475.39,0.04810373,1.4e-05,0.0152727,1,23.35,0.00221353,23.7695,9.4e-06,2.5824186,19.4275,217,0.0211285,0.0217,211.28500000000003,0.02108753,2.3e-06,0.0068235,0,10.85,0.0010725299999999997,10.564250000000001,1.1e-06,-2.1448373,13.8275,56,0.0039246,0.0056,39.246,0.00577167,2.3e-06,0.0074286000000000005,0,2.8,0.00184707,1.9623000000000002,2.3e-06,4.0161873,1.96,18,0.0019654,0.0018,19.654,0.0022304500000000006,1e-06,0.0045000000000000005,0,0.9,0.0004978599999999999,0.9827,8e-07,3.3705614,0.99,9,0.0014406,0.0009,14.406,0.001149985,5e-07,0.0032308,0,0.45,0.0006024950000000001,0.7203,2e-07,3.8777755,0.3475,2,0.0002401,0.0002,2.4010000000000002,0.00015375,0.0,0.0004,0,0.1,0.00013897999999999997,0.12005,0.0,0,0.19,1,1.39e-05,0.0001,0.139,2.17e-05,0.0,0.0001176,0,0.05,3.0040000000000004e-05,0.0069500000000000004,0.0,0,0.0475,0,1.5e-06,0.0,0.015000000000000001,0.0,0.0,0.0,0,0.0,1.4999999999999996e-06,0.00075,0.0,0,0.0,10000
Simulation 41,4855,0.5011774,0.4855,5011.774,0.48306069499999993,5.59e-05,0.03275,20,242.75,0.018116704999999997,250.5887,5.59e-05,-2.4889478,134.9875,4352,0.422569,0.4352,4225.69,0.43739216999999997,4.22e-05,0.02679999999999999,16,217.6,0.014823170000000028,211.28449999999998,4.22e-05,1.94231,99.94,467,0.047539,0.0467,475.39,0.04720499,1.8e-06,0.005333300000000006,0,23.35,0.0011899400000000004,23.7695,5e-07,0.3131087,24.2275,230,0.0211285,0.023,211.28500000000003,0.022840764999999996,5e-07,0.002999999999999999,0,11.5,0.0017251149999999986,10.564250000000001,4e-07,-0.698701,5.85,67,0.0039246,0.0067,39.246,0.0059140600000000005,1.2e-06,0.004555599999999999,0,3.35,0.0019894599999999993,1.9623000000000002,1.2e-06,1.3159731,4.0275,17,0.0019654,0.0017,19.654,0.0016939099999999999,1e-07,0.0012856999999999999,0,0.85,0.00031389999999999993,0.9827,0.0,-0.1909798,0.7275,8,0.0014406,0.0008,14.406,0.0012798199999999999,2e-07,0.0012000000000000001,0,0.4,0.00040048000000000004,0.7203,0.0,0.7458111,0.24,2,0.0002401,0.0002,2.4010000000000002,0.00027692,0.0,0.0005,0,0.1,0.00011808999999999999,0.12005,0.0,0,0.09,2,1.39e-05,0.0002,0.139,0.00033664499999999995,0.0,0.001,0,0.1,0.000324135,0.0069500000000000004,0.0,0,0.09,0,1.5e-06,0.0,0.015000000000000001,0.0,0.0,0.0,0,0.0,1.4999999999999996e-06,0.00075,0.0,0,0.0,10000
Simulation 42,4931,0.5011774,0.4931,5011.774,0.49465510999999995,2.48e-05,0.027333300000000005,3,246.55,0.007604550000000002,250.5887,9.5e-06,2.0237059,123.5475,4315,0.422569,0.4315,4225.69,0.43291638,1.16e-05,0.014266700000000021,7,215.75,0.010347380000000028,211.28449999999998,1.16e-05,1.4038723,110.3875,444,0.047539,0.0444,475.39,0.041264385,1.23e-05,0.0164,2,22.2,0.006274614999999997,23.7695,1.23e-05,-3.1079364,21.16,218,0.0211285,0.0218,211.28500000000003,0.02194283,7e-07,0.0034444000000000002,0,10.9,0.0008985899999999988,10.564250000000001,5e-07,0.533906,10.89,64,0.0039246,0.0064,39.246,0.006489185,1e-06,0.006,0,3.2,0.002564585,1.9623000000000002,1e-06,1.6526923,2.76,20,0.0019654,0.002,19.654,0.0022443800000000002,1e-07,0.001,0,1.0,0.00027898,0.9827,1e-07,0.8672121,0.9,6,0.0014406,0.0006,14.406,0.00045020499999999996,1e-07,0.0006667,0,0.3,0.000990395,0.7203,1e-07,-0.5824644,0.21,2,0.0002401,0.0002,2.4010000000000002,3.7514999999999996e-05,0.0,0.0002222,0,0.1,0.00020258500000000005,0.12005,0.0,0,0.09,0,1.39e-05,0.0,0.139,0.0,0.0,0.0,0,0.0,1.3900000000000008e-05,0.0069500000000000004,0.0,0,0.0,0,1.5e-06,0.0,0.015000000000000001,0.0,0.0,0.0,0,0.0,1.4999999999999996e-06,0.00075,0.0,0,0.0,10000
Simulation 43,5023,0.5011774,0.5023,5011.774,0.505729645,4.52e-05,0.03169230000000001,2,251.15,0.004656954999999996,250.5887,4.42e-05,3.4369546,141.2275,4205,0.422569,0.4205,4225.69,0.4211798100000001,1.95e-05,0.018333299999999997,1,210.25,0.0036348199999999943,211.28449999999998,8.2e-06,-0.5274442,155.2875,454,0.047539,0.0454,475.39,0.042470975,5.1e-06,0.007400000000000004,0,22.7,0.005068024999999997,23.7695,5.1e-06,-0.8674543,17.91,221,0.0211285,0.0221,211.28500000000003,0.02250804,4.9e-06,0.012,0,11.05,0.0018923899999999984,10.564250000000001,3.2e-06,-0.2127281,9.5475,72,0.0039246,0.0072,39.246,0.00609764,1.3e-06,0.0034999999999999996,0,3.6,0.0021730399999999993,1.9623000000000002,1.3e-06,-0.4474789,2.74,20,0.0019654,0.002,19.654,0.0017090800000000004,3e-07,0.0023333,0,1.0,0.0003762300000000001,0.9827,3e-07,-2.1631714,0.5,4,0.0014406,0.0004,14.406,0.00023792500000000002,0.0,0.0004,0,0.2,0.0012026749999999998,0.7203,0.0,0,0.16,1,0.0002401,0.0001,2.4010000000000002,6.687500000000001e-05,0.0,0.0001818,0,0.05,0.000173225,0.12005,0.0,0,0.0475,0,1.39e-05,0.0,0.139,0.0,0.0,0.0,0,0.0,1.3900000000000008e-05,0.0069500000000000004,0.0,0,0.0,0,1.5e-06,0.0,0.015000000000000001,0.0,0.0,0.0,0,0.0,1.4999999999999996e-06,0.00075,0.0,0,0.0,10000
Simulation 44,4972,0.5011774,0.4972,5011.774,0.49251905499999993,2.49e-05,0.0243158,4,248.6,0.008658344999999998,250.5887,2.49e-05,-2.7736075,103.44,4248,0.422569,0.4248,4225.69,0.4273359149999999,7.1e-06,0.008365100000000014,0,212.4,0.004766915000000033,211.28449999999998,7.1e-06,0.578981,133.04,447,0.047539,0.0447,475.39,0.046151645,6e-06,0.011333299999999998,0,22.35,0.002258984999999999,23.7695,2.8e-06,0.3195985,33.9275,208,0.0211285,0.0208,211.28500000000003,0.021540805,6.5e-06,0.012,1,10.4,0.0012272550000000004,10.564250000000001,5.2e-06,4.0066356,6.74,91,0.0039246,0.0091,39.246,0.008499119999999997,5e-07,0.004,0,4.55,0.00457452,1.9623000000000002,5e-07,-1.8256761,3.4475,23,0.0019654,0.0023,19.654,0.00211264,1e-07,0.0012381000000000002,0,1.15,0.00029353,0.9827,0.0,-1.0545954,0.7275,11,0.0014406,0.0011,14.406,0.00184081,8e-07,0.0029,0,0.55,0.0005733599999999999,0.7203,6e-07,1.7651291,0.5475,0,0.0002401,0.0,2.4010000000000002,0.0,0.0,0.0,0,0.0,0.00024009999999999998,0.12005,0.0,0,0.0,0,1.39e-05,0.0,0.139,0.0,0.0,0.0,0,0.0,1.3900000000000008e-05,0.0069500000000000004,0.0,0,0.0,0,1.5e-06,0.0,0.015000000000000001,0.0,0.0,0.0,0,0.0,1.4999999999999996e-06,0.00075,0.0,0,0.0,10000
Simulation 45,4948,0.5011774,0.4948,5011.774,0.49548154499999997,5.3e-05,0.03750000000000003,2,247.4,0.008178114999999996,250.5887,1.86e-05,4.2251788,140.44,4314,0.422569,0.4314,4225.69,0.42865665500000005,0.0001067,0.0484,8,215.7,0.010001455000000025,211.28449999999998,4.38e-05,-4.0997068,121.01,443,0.047539,0.0443,475.39,0.045220585,2.8e-06,0.006900000000000003,0,22.15,0.002727284999999999,23.7695,7e-07,2.2376116,23.5275,199,0.0211285,0.0199,211.28500000000003,0.018981900000000003,2.3e-06,0.006999999999999999,0,9.95,0.002433750000000001,10.564250000000001,1e-06,1.9201403,6.1475,66,0.0039246,0.0066,39.246,0.008067210000000002,3.6e-06,0.007571400000000001,1,3.3,0.00414261,1.9623000000000002,3.6e-06,2.1928716,2.61,20,0.0019654,0.002,19.654,0.0022263500000000006,2e-07,0.0021111000000000003,0,1.0,0.0002686,0.9827,2e-07,3.5696527,0.7,6,0.0014406,0.0006,14.406,0.00083608,1e-07,0.0014667,0,0.3,0.0006604600000000001,0.7203,0.0,3.0031913,0.21,4,0.0002401,0.0004,2.4010000000000002,0.0005296950000000001,0.0,0.0008889,0,0.2,0.000337615,0.12005,0.0,0,0.16,0,1.39e-05,0.0,0.139,0.0,0.0,0.0,0,0.0,1.3900000000000008e-05,0.0069500000000000004,0.0,0,0.0,0,1.5e-06,0.0,0.015000000000000001,0.0,0.0,0.0,0,0.0,1.4999999999999996e-06,0.00075,0.0,0,0.0,10000
